id,area_ratio,r_min,r_max,r_mean,r_median,r_std,g_min,g_max,g_mean,g_median,g_std,b_min,b_max,b_mean,b_median,b_std,eccentricity,solidity,circularity,sym_h,sym_v,bug_type
86,0.0253965,2.0,255.0,91.7912139892578,86.0,66.1659927368164,1.0,255.0,73.79271697998047,61.0,58.68185806274414,0.0,255.0,61.993160247802734,45.0,55.982200622558594,0.8484695379047512,0.8041447660059527,0.2823843704083779,0.5403090715408325,-0.0260570365935564,5
87,0.0254383333333333,0.0,255.0,67.63742065429688,44.0,64.11920928955078,0.0,255.0,52.78135299682617,27.0,59.01675415039063,0.0,255.0,37.98476028442383,18.0,54.78764724731445,0.8696207184356513,0.8813780518790567,0.4853605836618729,0.791423499584198,0.1472572237253189,5
88,0.0432945,5.0,249.0,90.5480499267578,88.0,57.64051055908203,0.0,210.0,39.04692459106445,31.0,34.501373291015625,0.0,176.0,39.1523323059082,25.0,36.03608322143555,0.5226180559348058,0.8281141909877744,0.3578306849882635,0.673600435256958,0.4074881374835968,5
89,0.0198381666666666,0.0,200.0,81.51464080810547,91.0,54.264007568359375,0.0,184.0,70.09355163574219,69.0,51.06557083129883,0.0,193.0,65.46795654296875,51.0,50.65229415893555,0.5723881579151427,0.805469088349935,0.3559192699457917,0.2717604637145996,0.8079448342323303,5
90,0.0197255,1.0,255.0,81.16848754882812,74.0,49.5912971496582,1.0,255.0,59.10883712768555,50.0,42.39947891235352,0.0,255.0,57.078369140625,45.0,44.60269927978516,0.6326536632853463,0.7625149793188759,0.2488928055876288,0.6281510591506958,0.163135826587677,5
91,0.0394531666666666,3.0,255.0,89.498779296875,80.0,64.29634094238281,0.0,255.0,71.18486785888672,55.0,57.53409576416016,0.0,255.0,55.748008728027344,41.0,50.37184524536133,0.8572079664506447,0.8677128236708601,0.4564207260389842,-0.0410715080797672,-0.0410728454589843,5
92,0.0340429166666666,2.0,230.0,81.07762145996094,84.0,53.4096908569336,2.0,215.0,68.28644561767578,66.0,48.605262756347656,0.0,255.0,71.70087432861328,62.0,57.07546615600586,0.5843282717810264,0.709180644332492,0.2973603263294747,-0.0352413430809974,0.0550239793956279,5
93,0.0387956666666666,1.0,236.0,75.5491714477539,68.0,51.24002456665039,0.0,218.0,56.11404037475586,45.0,44.06745147705078,0.0,255.0,42.42023849487305,30.0,40.30506896972656,0.6977392796976666,0.9150191141641362,0.5510921974600125,0.6071146130561829,0.7304747700691223,5
94,0.0403435,3.0,255.0,96.50457763671876,92.0,61.53063201904297,0.0,255.0,83.5068359375,68.0,61.69460678100586,0.0,255.0,44.77780151367188,37.0,38.597145080566406,0.7547726519743733,0.5994561677658055,0.2166070143008643,0.206436276435852,-0.0420401059091091,5
95,0.0289068333333333,0.0,255.0,71.71342468261719,55.0,62.067161560058594,0.0,255.0,54.98212814331055,38.0,50.52923202514648,0.0,255.0,31.641769409179688,21.0,31.17620277404785,0.8694924819432446,0.8557676651552008,0.4179893910555086,-0.0297666639089584,0.3593224883079529,5
96,0.0365135,2.0,255.0,105.8427276611328,107.0,64.73696899414062,2.0,255.0,87.95746612548828,90.0,56.50286102294922,0.0,255.0,64.0195541381836,53.0,50.846824645996094,0.7785007753741519,0.9000086270288923,0.4349763955392081,0.6135346293449402,0.5174250602722168,5
97,0.038646,3.0,255.0,100.59977722167967,93.0,71.12899017333984,0.0,255.0,81.18750762939453,66.0,66.11334991455078,0.0,255.0,70.20899963378906,49.0,65.639892578125,0.8490991118504077,0.8809443302572442,0.4882925962268691,0.8162352442741394,0.8316202759742737,5
98,0.0264211666666666,0.0,174.0,53.36858749389648,29.0,50.05972671508789,0.0,170.0,49.71052169799805,21.0,51.07113265991211,0.0,196.0,40.64542388916016,14.0,45.36482620239258,0.7651724010572546,0.7242114976975367,0.2003409582810435,0.1777334213256836,-0.0271399039775133,5
99,0.0363615,0.0,255.0,60.03841400146485,53.0,44.53355407714844,0.0,255.0,44.70160675048828,31.0,37.34834289550781,0.0,255.0,34.329010009765625,21.0,32.72126007080078,0.7684677670809527,0.8551463548714894,0.4230991290297254,0.1397309750318527,0.3741282224655151,5
100,0.0253406666666666,1.0,255.0,57.15087890625,35.0,51.686153411865234,1.0,255.0,48.67016220092773,27.0,46.36411666870117,0.0,255.0,43.05534744262695,22.0,44.33138656616211,0.6040617358653694,0.7930647777714026,0.3216435223163211,0.6315893530845642,0.6346521377563477,5
101,0.0257145,0.0,255.0,79.70279693603516,75.0,58.74917984008789,0.0,255.0,64.67220306396484,53.0,52.89373016357422,0.0,255.0,56.63264083862305,40.0,51.07557678222656,0.7056559748746191,0.7592116917626218,0.3000422586471069,0.6711422204971313,0.4952918291091919,5
102,0.0266541666666666,0.0,255.0,68.93065643310547,52.0,60.17032241821289,0.0,255.0,56.02607345581055,38.0,52.410675048828125,0.0,255.0,50.02408599853516,30.0,52.49578094482422,0.7900666033300173,0.7713325230543658,0.319915502120458,0.5232663154602051,0.1262666136026382,5
103,0.0282251666666666,0.0,255.0,81.31877899169922,83.0,59.195343017578125,1.0,255.0,66.79021453857422,59.0,52.09644317626953,0.0,255.0,58.25594329833984,45.0,50.069114685058594,0.7219470706784424,0.7845772527217976,0.3698782153474177,0.7091631889343262,0.7436436414718628,5
104,0.0249271666666666,2.0,250.0,76.42866516113281,57.0,62.1324462890625,1.0,240.0,70.00847625732422,44.0,62.86797332763672,0.0,249.0,60.49167251586914,40.0,56.42238998413086,0.8065420753973531,0.7176253965969136,0.2759688505824302,0.3930140733718872,0.3050151169300079,5
105,0.0237108333333333,3.0,255.0,80.15440368652344,66.0,61.54059982299805,0.0,255.0,61.102970123291016,42.0,57.11019515991211,0.0,255.0,53.96878433227539,31.0,57.5592155456543,0.795050396859281,0.9243989603638726,0.5853949472192518,0.88707035779953,0.4991154968738556,5
106,0.0315595,0.0,255.0,68.10974884033203,65.0,45.03108215332031,0.0,255.0,51.90525817871094,48.0,37.10612106323242,0.0,255.0,40.52338409423828,36.0,30.689197540283203,0.5505043070508888,0.7347364009917702,0.2850994391171086,0.3946651220321655,0.3081527948379516,5
107,0.021639,6.0,255.0,108.29328155517578,110.0,59.5003547668457,0.0,255.0,83.63728332519531,83.0,52.287540435791016,0.0,255.0,64.0831527709961,59.0,39.56756591796875,0.4537804102849604,0.7801773867897318,0.3747589940631356,-0.0221161879599094,-0.0221166405826807,5
